None,symbol,date,hour,openbid,highbid,lowbid,closebid,openask,highask,lowask,closeask,totalticks
931,EUR/CAD,2017-08-24,6,1.48019,1.4806,1.4784,1.47998,1.48038,1.48069,1.47856,1.4801,11432
932,EUR/CAD,2017-08-24,7,1.47998,1.4808,1.47964,1.48055,1.4801,1.48088,1.47976,1.48067,9377
933,EUR/CAD,2017-08-24,8,1.48055,1.48157,1.47834,1.47855,1.48067,1.48167,1.47848,1.47866,10917
934,EUR/CAD,2017-08-24,9,1.47855,1.47876,1.47707,1.47783,1.47866,1.47885,1.47717,1.47794,8443
935,EUR/CAD,2017-08-24,10,1.47783,1.47817,1.47642,1.47717,1.47794,1.47826,1.47654,1.47727,8430
936,EUR/CAD,2017-08-24,11,1.47717,1.47973,1.47696,1.47947,1.47727,1.47981,1.47706,1.47957,8782
937,EUR/CAD,2017-08-24,12,1.47947,1.47955,1.47761,1.47791,1.47957,1.47965,1.47769,1.47798,13101
938,EUR/CAD,2017-08-24,13,1.47791,1.48009,1.47749,1.47918,1.47798,1.48022,1.4776,1.47941,14810
939,EUR/CAD,2017-08-24,14,1.47918,1.48049,1.47669,1.4781,1.47941,1.48057,1.4768,1.47819,20832
940,EUR/CAD,2017-08-24,15,1.4781,1.4803,1.47763,1.47842,1.47819,1.48041,1.47772,1.47854,17091
941,EUR/CAD,2017-08-24,16,1.47842,1.48007,1.47815,1.47861,1.47854,1.48016,1.47827,1.4786,11953
942,EUR/CAD,2017-08-24,17,1.47861,1.48013,1.47861,1.47925,1.4786,1.4802,1.47859,1.47935,10349
943,EUR/CAD,2017-08-24,18,1.47925,1.47954,1.47829,1.47857,1.47935,1.47962,1.47836,1.47868,9498
944,EUR/CAD,2017-08-24,19,1.47857,1.47912,1.47824,1.47862,1.47868,1.47921,1.47827,1.47873,6905
945,EUR/CAD,2017-08-24,20,1.47862,1.47882,1.47659,1.47697,1.47873,1.47885,1.47675,1.47745,3269
946,EUR/CAD,2017-08-24,21,1.47697,1.47753,1.47662,1.47669,1.47745,1.47779,1.47697,1.47698,2493
947,EUR/CAD,2017-08-24,22,1.47669,1.47768,1.47669,1.47704,1.47698,1.47797,1.47697,1.47732,3509
948,EUR/CAD,2017-08-24,23,1.47704,1.47892,1.47532,1.47629,1.47732,1.47932,1.47555,1.4764,4117
949,EUR/CAD,2017-08-25,0,1.47629,1.47643,1.47536,1.47611,1.4764,1.47654,1.47545,1.47624,2388
950,EUR/CAD,2017-08-25,1,1.47611,1.47657,1.47543,1.47557,1.47624,1.4767,1.47554,1.47565,3106
951,EUR/CAD,2017-08-25,2,1.47557,1.47625,1.47529,1.47557,1.47565,1.47632,1.47542,1.47569,2047
952,EUR/CAD,2017-08-25,3,1.47557,1.4761,1.4755,1.47587,1.47569,1.4762,1.47562,1.47594,2459
953,EUR/CAD,2017-08-25,4,1.47587,1.47607,1.47562,1.47602,1.47594,1.47618,1.47574,1.47612,1465
954,EUR/CAD,2017-08-25,5,1.47602,1.47606,1.47539,1.47567,1.47612,1.47619,1.4755,1.47592,2600
955,EUR/CAD,2017-08-25,6,1.47567,1.47587,1.47487,1.4752,1.47592,1.47603,1.47494,1.47528,5233
956,EUR/CAD,2017-08-25,7,1.4752,1.47531,1.47313,1.47368,1.47528,1.4754,1.47324,1.47379,10023
957,EUR/CAD,2017-08-25,8,1.47368,1.47617,1.47355,1.47577,1.47379,1.47624,1.47372,1.4758,8945
958,EUR/CAD,2017-08-25,9,1.47577,1.47682,1.4757,1.47638,1.4758,1.47691,1.47572,1.47647,7479
959,EUR/CAD,2017-08-25,10,1.47638,1.47881,1.47586,1.47823,1.47647,1.47895,1.47592,1.47832,9683
960,EUR/CAD,2017-08-25,11,1.47823,1.47908,1.47707,1.47731,1.47832,1.47913,1.47712,1.47742,8283
961,EUR/CAD,2017-08-25,12,1.47731,1.47772,1.4762,1.4765,1.47742,1.47776,1.47624,1.47659,12091
962,EUR/CAD,2017-08-25,13,1.4765,1.47937,1.47644,1.47815,1.47659,1.47938,1.47652,1.47844,16252
963,EUR/CAD,2017-08-25,14,1.47815,1.48374,1.47768,1.4834,1.47844,1.48386,1.47783,1.48346,38566
964,EUR/CAD,2017-08-25,15,1.4834,1.48485,1.48294,1.48336,1.48346,1.48495,1.48303,1.48348,18203
965,EUR/CAD,2017-08-25,16,1.48336,1.48448,1.48141,1.4827,1.48348,1.48456,1.4815,1.48279,12223
966,EUR/CAD,2017-08-25,17,1.4827,1.48304,1.48185,1.48268,1.48279,1.48312,1.48193,1.48276,7826
967,EUR/CAD,2017-08-25,18,1.48268,1.48329,1.48217,1.48292,1.48276,1.48344,1.48225,1.48307,7152
968,EUR/CAD,2017-08-25,19,1.48292,1.49025,1.48178,1.48815,1.48307,1.4904,1.48197,1.48828,27086
969,EUR/CAD,2017-08-25,20,1.48815,1.49005,1.48742,1.48777,1.48828,1.49014,1.48775,1.48821,3723
970,EUR/CAD,2017-08-27,19,1.48777,1.49216,1.48777,1.49018,1.48821,1.49366,1.48821,1.49198,133
971,EUR/CAD,2017-08-27,20,1.49018,1.49109,1.48922,1.48967,1.49198,1.4928,1.49052,1.49154,358
972,EUR/CAD,2017-08-27,21,1.48967,1.49011,1.48913,1.48976,1.49154,1.49154,1.49027,1.49067,1007
973,EUR/CAD,2017-08-27,22,1.48976,1.49117,1.48925,1.4903,1.49067,1.49132,1.48956,1.49052,4266
974,EUR/CAD,2017-08-27,23,1.4903,1.49139,1.49025,1.49079,1.49052,1.49154,1.49042,1.49094,2577
975,EUR/CAD,2017-08-28,0,1.49079,1.49079,1.48779,1.48779,1.49094,1.49094,1.48791,1.48793,5020
976,EUR/CAD,2017-08-28,1,1.48779,1.48783,1.48645,1.48756,1.48793,1.48794,1.48656,1.48765,3483
977,EUR/CAD,2017-08-28,2,1.48756,1.48811,1.48666,1.48767,1.48765,1.4882,1.48682,1.48781,2840
978,EUR/CAD,2017-08-28,3,1.48767,1.48851,1.48753,1.48802,1.48781,1.48862,1.48763,1.48813,2542
979,EUR/CAD,2017-08-28,4,1.48802,1.48844,1.48741,1.48747,1.48813,1.48857,1.48756,1.48756,1987
980,EUR/CAD,2017-08-28,5,1.48747,1.4886,1.48718,1.48839,1.48756,1.48873,1.48738,1.48854,3212
981,EUR/CAD,2017-08-28,6,1.48839,1.48916,1.48767,1.48884,1.48854,1.48926,1.48776,1.48896,5501
982,EUR/CAD,2017-08-28,7,1.48884,1.49007,1.48757,1.48782,1.48896,1.49018,1.48768,1.48791,6250
983,EUR/CAD,2017-08-28,8,1.48782,1.4881,1.48616,1.4871,1.48791,1.48817,1.48625,1.48715,5921
984,EUR/CAD,2017-08-28,9,1.4871,1.48875,1.4868,1.48867,1.48715,1.48883,1.48691,1.48878,4475
985,EUR/CAD,2017-08-28,10,1.48867,1.48937,1.48828,1.48843,1.48878,1.48941,1.48838,1.48855,4700
986,EUR/CAD,2017-08-28,11,1.48843,1.48848,1.48652,1.48702,1.48855,1.48855,1.48662,1.48707,6279
987,EUR/CAD,2017-08-28,12,1.48702,1.48753,1.48555,1.48574,1.48707,1.48764,1.48563,1.48584,8354
988,EUR/CAD,2017-08-28,13,1.48574,1.48808,1.4852,1.4878,1.48584,1.48818,1.4852,1.48789,9737
989,EUR/CAD,2017-08-28,14,1.4878,1.49153,1.48771,1.49147,1.48789,1.49161,1.48782,1.49159,10819
990,EUR/CAD,2017-08-28,15,1.49147,1.49656,1.49102,1.49557,1.49159,1.49665,1.49107,1.49563,11389
991,EUR/CAD,2017-08-28,16,1.49557,1.49756,1.49557,1.49618,1.49563,1.49777,1.49563,1.49629,6607
992,EUR/CAD,2017-08-28,17,1.49618,1.49663,1.49573,1.49649,1.49629,1.4967,1.49578,1.4966,5878
993,EUR/CAD,2017-08-28,18,1.49649,1.49762,1.49598,1.49649,1.4966,1.49769,1.496,1.49659,5166
994,EUR/CAD,2017-08-28,19,1.49649,1.49711,1.49633,1.4967,1.49659,1.49719,1.49641,1.49682,4191
995,EUR/CAD,2017-08-28,20,1.4967,1.49843,1.49658,1.49805,1.49682,1.49882,1.4967,1.4983,2538
996,EUR/CAD,2017-08-28,21,1.49805,1.50115,1.49771,1.50086,1.4983,1.50166,1.49808,1.50103,8000
997,EUR/CAD,2017-08-28,22,1.50086,1.50092,1.49817,1.49833,1.50103,1.50104,1.49842,1.49853,7909
998,EUR/CAD,2017-08-28,23,1.49833,1.49853,1.49654,1.49712,1.49853,1.49865,1.49672,1.49723,4245
999,EUR/CAD,2017-08-29,0,1.49712,1.49753,1.49656,1.49667,1.49723,1.4977,1.4967,1.4968,3918
1000,EUR/CAD,2017-08-29,1,1.49667,1.49733,1.49646,1.49688,1.4968,1.49742,1.4966,1.49706,2849
1001,EUR/CAD,2017-08-29,2,1.49688,1.49709,1.49632,1.49665,1.49706,1.49721,1.49642,1.49668,2073
1002,EUR/CAD,2017-08-29,3,1.49665,1.49721,1.49652,1.49699,1.49668,1.49735,1.4966,1.49712,2185
1003,EUR/CAD,2017-08-29,4,1.49699,1.4977,1.49672,1.49749,1.49712,1.49783,1.49684,1.49763,2132
1004,EUR/CAD,2017-08-29,5,1.49749,1.49792,1.49687,1.49792,1.49763,1.49806,1.49699,1.49806,2403
1005,EUR/CAD,2017-08-29,6,1.49792,1.5004,1.4968,1.50036,1.49806,1.50051,1.49691,1.50046,13840
1006,EUR/CAD,2017-08-29,7,1.50036,1.50244,1.49922,1.50153,1.50046,1.50258,1.4993,1.50164,23394
1007,EUR/CAD,2017-08-29,8,1.50153,1.50319,1.50047,1.50174,1.50164,1.50327,1.50056,1.50182,18580
1008,EUR/CAD,2017-08-29,9,1.50174,1.50198,1.49886,1.4995,1.50182,1.50207,1.49898,1.49958,13615
1009,EUR/CAD,2017-08-29,10,1.4995,1.50156,1.49946,1.5003,1.49958,1.50165,1.49953,1.50037,11186
1010,EUR/CAD,2017-08-29,11,1.5003,1.50275,1.49924,1.50204,1.50037,1.50286,1.49934,1.50213,11757
1011,EUR/CAD,2017-08-29,12,1.50204,1.50449,1.50163,1.50269,1.50213,1.50456,1.50174,1.5028,15675
1012,EUR/CAD,2017-08-29,13,1.50269,1.50461,1.50214,1.50286,1.5028,1.5047,1.50226,1.50303,16339
1013,EUR/CAD,2017-08-29,14,1.50286,1.50401,1.50056,1.50374,1.50303,1.50411,1.50068,1.50385,21302
1014,EUR/CAD,2017-08-29,15,1.50374,1.50745,1.50361,1.50517,1.50385,1.50753,1.50365,1.50527,15425
1015,EUR/CAD,2017-08-29,16,1.50517,1.50691,1.50461,1.50515,1.50527,1.50701,1.50471,1.50522,9654
1016,EUR/CAD,2017-08-29,17,1.50515,1.50684,1.50447,1.50505,1.50522,1.50686,1.50458,1.50512,10170
1017,EUR/CAD,2017-08-29,18,1.50505,1.5051,1.50139,1.50232,1.50512,1.50518,1.50146,1.50242,11733
1018,EUR/CAD,2017-08-29,19,1.50232,1.50288,1.49874,1.49881,1.50242,1.50293,1.49883,1.4989,10032
1019,EUR/CAD,2017-08-29,20,1.49881,1.49963,1.49632,1.4978,1.4989,1.49981,1.49653,1.49803,4742
1020,EUR/CAD,2017-08-29,21,1.4978,1.49846,1.49708,1.49815,1.49803,1.49926,1.49754,1.49853,3957
1021,EUR/CAD,2017-08-29,22,1.49815,1.49854,1.49757,1.49803,1.49853,1.49873,1.49782,1.49815,2490
1022,EUR/CAD,2017-08-29,23,1.49803,1.4986,1.4969,1.49793,1.49815,1.49875,1.49707,1.49811,3380
1023,EUR/CAD,2017-08-30,0,1.49793,1.49918,1.49763,1.49865,1.49811,1.49928,1.4978,1.49877,3295
1024,EUR/CAD,2017-08-30,1,1.49865,1.49992,1.49834,1.49878,1.49877,1.5,1.49847,1.4989,6045
1025,EUR/CAD,2017-08-30,2,1.49878,1.49895,1.49805,1.49818,1.4989,1.49908,1.49813,1.49828,2258
1026,EUR/CAD,2017-08-30,3,1.49818,1.49829,1.49772,1.49803,1.49828,1.4984,1.49782,1.49812,1936
1027,EUR/CAD,2017-08-30,4,1.49803,1.49826,1.49754,1.49763,1.49812,1.49837,1.49768,1.49774,1776
1028,EUR/CAD,2017-08-30,5,1.49763,1.4981,1.49685,1.49699,1.49774,1.49821,1.49699,1.49713,3668
1029,EUR/CAD,2017-08-30,6,1.49699,1.49823,1.49559,1.49795,1.49713,1.49831,1.49587,1.49808,12991
1030,EUR/CAD,2017-08-30,7,1.49795,1.49909,1.49515,1.49745,1.49808,1.49919,1.49525,1.49754,15340
1031,EUR/CAD,2017-08-30,8,1.49745,1.49846,1.49678,1.49731,1.49754,1.49852,1.49685,1.49745,9368
1032,EUR/CAD,2017-08-30,9,1.49731,1.49843,1.49683,1.49763,1.49745,1.49853,1.49692,1.49771,7694
1033,EUR/CAD,2017-08-30,10,1.49763,1.49792,1.49632,1.4977,1.49771,1.49793,1.49638,1.4978,6048
1034,EUR/CAD,2017-08-30,11,1.4977,1.49771,1.49542,1.49625,1.4978,1.49783,1.4955,1.49637,9665
1035,EUR/CAD,2017-08-30,12,1.49625,1.49817,1.49398,1.49799,1.49637,1.49825,1.49477,1.49808,17694
1036,EUR/CAD,2017-08-30,13,1.49799,1.50288,1.49792,1.49997,1.49808,1.50297,1.49797,1.50007,15386
1037,EUR/CAD,2017-08-30,14,1.49997,1.50357,1.4993,1.5028,1.50007,1.50378,1.49941,1.50292,17291
1038,EUR/CAD,2017-08-30,15,1.5028,1.50419,1.50146,1.50377,1.50292,1.5043,1.50151,1.50383,15619
1039,EUR/CAD,2017-08-30,16,1.50377,1.50392,1.50157,1.50184,1.50383,1.504,1.50164,1.50194,10024
1040,EUR/CAD,2017-08-30,17,1.50184,1.50289,1.50053,1.50244,1.50194,1.50298,1.50063,1.50255,9509
1041,EUR/CAD,2017-08-30,18,1.50244,1.50261,1.50021,1.50035,1.50255,1.50268,1.5003,1.50046,8483
1042,EUR/CAD,2017-08-30,19,1.50035,1.50106,1.49991,1.50059,1.50046,1.50112,1.49996,1.50069,6072
1043,EUR/CAD,2017-08-30,20,1.50059,1.50118,1.49925,1.49962,1.50069,1.50123,1.49953,1.49999,2923
1044,EUR/CAD,2017-08-30,21,1.49962,1.50132,1.49941,1.50097,1.49999,1.50176,1.49976,1.5014,3581
1045,EUR/CAD,2017-08-30,22,1.50097,1.50173,1.50072,1.50152,1.5014,1.50195,1.5009,1.50165,2425
1046,EUR/CAD,2017-08-30,23,1.50152,1.50174,1.50073,1.50174,1.50165,1.50187,1.5008,1.50187,1765
1047,EUR/CAD,2017-08-31,0,1.50174,1.50219,1.50119,1.50134,1.50187,1.5023,1.50136,1.50154,3691
1048,EUR/CAD,2017-08-31,1,1.50134,1.50234,1.50046,1.50169,1.50154,1.50241,1.50058,1.50177,5584
1049,EUR/CAD,2017-08-31,2,1.50169,1.50195,1.50113,1.50159,1.50177,1.50206,1.50126,1.50167,3808
1050,EUR/CAD,2017-08-31,3,1.50159,1.50182,1.50063,1.50082,1.50167,1.50194,1.50074,1.50089,2317
1051,EUR/CAD,2017-08-31,4,1.50082,1.50189,1.50058,1.50187,1.50089,1.50198,1.50065,1.50197,1856
1052,EUR/CAD,2017-08-31,5,1.50187,1.50219,1.50139,1.50159,1.50197,1.50228,1.50149,1.50171,2420
1053,EUR/CAD,2017-08-31,6,1.50159,1.50439,1.50143,1.50408,1.50171,1.50441,1.50153,1.50417,9581
1054,EUR/CAD,2017-08-31,7,1.50408,1.50512,1.50228,1.50228,1.50417,1.50516,1.50234,1.50238,10737
1055,EUR/CAD,2017-08-31,8,1.50228,1.5025,1.50094,1.50156,1.50238,1.50256,1.50101,1.50175,7852
1056,EUR/CAD,2017-08-31,9,1.50156,1.50377,1.49968,1.50027,1.50175,1.50388,1.49968,1.50037,11108
1057,EUR/CAD,2017-08-31,10,1.50027,1.50045,1.4962,1.49962,1.50037,1.50051,1.49624,1.49971,14413
1058,EUR/CAD,2017-08-31,11,1.49962,1.49983,1.49719,1.49762,1.49971,1.49992,1.49731,1.4977,11231
1059,EUR/CAD,2017-08-31,12,1.49762,1.49822,1.48685,1.48817,1.4977,1.49825,1.48686,1.48825,17987
1060,EUR/CAD,2017-08-31,13,1.48817,1.49053,1.48692,1.48916,1.48825,1.49062,1.48702,1.48927,14788
1061,EUR/CAD,2017-08-31,14,1.48916,1.49162,1.48531,1.4912,1.48927,1.49176,1.48539,1.4913,22810
1062,EUR/CAD,2017-08-31,15,1.4912,1.49124,1.48811,1.48854,1.4913,1.49133,1.48828,1.48863,20700
1063,EUR/CAD,2017-08-31,16,1.48854,1.48907,1.48742,1.48809,1.48863,1.48916,1.48749,1.48812,10579
1064,EUR/CAD,2017-08-31,17,1.48809,1.489,1.4877,1.48848,1.48812,1.48909,1.48778,1.48856,7912
1065,EUR/CAD,2017-08-31,18,1.48848,1.48951,1.4871,1.48744,1.48856,1.48961,1.48711,1.48756,10972
1066,EUR/CAD,2017-08-31,19,1.48744,1.48831,1.48539,1.48655,1.48756,1.48836,1.4855,1.48662,9303
1067,EUR/CAD,2017-08-31,20,1.48655,1.48736,1.48521,1.48633,1.48662,1.48747,1.48532,1.4866,3901
1068,EUR/CAD,2017-08-31,21,1.48633,1.48846,1.48629,1.48846,1.4866,1.48885,1.4866,1.48879,8028
1069,EUR/CAD,2017-08-31,22,1.48846,1.48846,1.48682,1.48701,1.48879,1.48879,1.48697,1.48709,2236
1070,EUR/CAD,2017-08-31,23,1.48701,1.48701,1.48552,1.48566,1.48709,1.48709,1.48567,1.48575,2460
1071,EUR/CAD,2017-09-01,0,1.48566,1.48572,1.48309,1.48359,1.48575,1.48587,1.48319,1.48367,3882
1072,EUR/CAD,2017-09-01,1,1.48359,1.48384,1.48294,1.48336,1.48367,1.48392,1.48306,1.48342,2785
1073,EUR/CAD,2017-09-01,2,1.48336,1.48351,1.48279,1.48313,1.48342,1.48366,1.48292,1.48323,2395
1074,EUR/CAD,2017-09-01,3,1.48313,1.4833,1.48217,1.4827,1.48323,1.4834,1.48224,1.48282,2046
1075,EUR/CAD,2017-09-01,4,1.4827,1.48275,1.48178,1.48256,1.48282,1.48285,1.48185,1.48269,2469
1076,EUR/CAD,2017-09-01,5,1.48256,1.48383,1.48246,1.48373,1.48269,1.48393,1.48259,1.4839,3064
1077,EUR/CAD,2017-09-01,6,1.48373,1.48478,1.48177,1.48246,1.4839,1.48493,1.48185,1.48257,8578
1078,EUR/CAD,2017-09-01,7,1.48246,1.48428,1.4806,1.48391,1.48257,1.48434,1.48069,1.48407,6859
1079,EUR/CAD,2017-09-01,8,1.48391,1.4862,1.48316,1.48533,1.48407,1.48629,1.48324,1.48544,7999
1080,EUR/CAD,2017-09-01,9,1.48533,1.4865,1.48533,1.48562,1.48544,1.48658,1.4854,1.48567,7428
1081,EUR/CAD,2017-09-01,10,1.48562,1.48917,1.48559,1.4864,1.48567,1.48937,1.48567,1.48647,12410
1082,EUR/CAD,2017-09-01,11,1.4864,1.48641,1.48226,1.48227,1.48647,1.48647,1.48233,1.48239,10597
1083,EUR/CAD,2017-09-01,12,1.48227,1.48398,1.47289,1.47522,1.48239,1.48554,1.47302,1.4753,36864
1084,EUR/CAD,2017-09-01,13,1.47522,1.47724,1.47084,1.47096,1.4753,1.47728,1.47109,1.47161,28695
1085,EUR/CAD,2017-09-01,14,1.47096,1.47416,1.46991,1.47054,1.47161,1.4742,1.47032,1.47065,25939
1086,EUR/CAD,2017-09-01,15,1.47054,1.47205,1.46919,1.46952,1.47065,1.47212,1.46932,1.46961,16663
1087,EUR/CAD,2017-09-01,16,1.46952,1.4717,1.46814,1.46829,1.46961,1.47171,1.46823,1.46834,11445
1088,EUR/CAD,2017-09-01,17,1.46829,1.47113,1.46815,1.47112,1.46834,1.47117,1.46822,1.47117,9898
1089,EUR/CAD,2017-09-01,18,1.47112,1.47186,1.46992,1.47016,1.47117,1.47198,1.46997,1.47026,6824
1090,EUR/CAD,2017-09-01,19,1.47016,1.47075,1.46922,1.46933,1.47026,1.4708,1.46928,1.46942,4886
1091,EUR/CAD,2017-09-01,20,1.46933,1.47017,1.46887,1.46986,1.46942,1.47098,1.46896,1.47098,2427
1092,EUR/CAD,2017-09-03,19,1.46986,1.47695,1.46986,1.47663,1.47098,1.47806,1.47098,1.47717,537
1093,EUR/CAD,2017-09-03,20,1.47663,1.47672,1.47481,1.47631,1.47717,1.47803,1.47643,1.47762,267
1094,EUR/CAD,2017-09-03,21,1.47631,1.47642,1.47194,1.4733,1.47762,1.47807,1.47321,1.47471,1392
1095,EUR/CAD,2017-09-03,22,1.4733,1.47357,1.4703,1.4707,1.47471,1.47471,1.47045,1.47091,3708
1096,EUR/CAD,2017-09-03,23,1.4707,1.47142,1.4705,1.47077,1.47091,1.47154,1.47058,1.47092,2229
1097,EUR/CAD,2017-09-04,0,1.47077,1.47152,1.4705,1.47109,1.47092,1.47165,1.47063,1.4712,3003
1098,EUR/CAD,2017-09-04,1,1.47109,1.47185,1.4708,1.47119,1.4712,1.472,1.47097,1.47131,3345
1099,EUR/CAD,2017-09-04,2,1.47119,1.47204,1.47086,1.47199,1.47131,1.47215,1.47096,1.4721,2049
1100,EUR/CAD,2017-09-04,3,1.47199,1.47247,1.47177,1.47213,1.4721,1.47256,1.47185,1.47221,2217
1101,EUR/CAD,2017-09-04,4,1.47213,1.47265,1.47178,1.47239,1.47221,1.47273,1.47184,1.47246,1181
1102,EUR/CAD,2017-09-04,5,1.47239,1.47317,1.47233,1.47277,1.47246,1.47326,1.47243,1.47287,1672
1103,EUR/CAD,2017-09-04,6,1.47277,1.47559,1.47266,1.47522,1.47287,1.47569,1.47279,1.47533,9483
1104,EUR/CAD,2017-09-04,7,1.47522,1.4774,1.47476,1.47691,1.47533,1.47749,1.47481,1.47696,6542
1105,EUR/CAD,2017-09-04,8,1.47691,1.47962,1.4756,1.47908,1.47696,1.47969,1.47569,1.47915,7198
1106,EUR/CAD,2017-09-04,9,1.47908,1.47934,1.47781,1.47855,1.47915,1.47932,1.4779,1.47861,5725
1107,EUR/CAD,2017-09-04,10,1.47855,1.47966,1.47752,1.47834,1.47861,1.47974,1.47762,1.47836,4716
1108,EUR/CAD,2017-09-04,11,1.47834,1.47866,1.47752,1.47796,1.47836,1.47876,1.47753,1.47797,3400
1109,EUR/CAD,2017-09-04,12,1.47796,1.47806,1.47613,1.47736,1.47797,1.47815,1.47621,1.47742,4712
1110,EUR/CAD,2017-09-04,13,1.47736,1.47898,1.47708,1.47862,1.47742,1.479,1.47716,1.47873,5750
1111,EUR/CAD,2017-09-04,14,1.47862,1.479,1.47697,1.47883,1.47873,1.47908,1.47705,1.47892,5030
1112,EUR/CAD,2017-09-04,15,1.47883,1.48003,1.47875,1.47916,1.47892,1.48013,1.47884,1.47921,4019
1113,EUR/CAD,2017-09-04,16,1.47916,1.47975,1.47515,1.47519,1.47921,1.47988,1.47532,1.47535,4099
1114,EUR/CAD,2017-09-04,17,1.47519,1.47737,1.47515,1.47703,1.47535,1.47798,1.47534,1.47719,1362
1115,EUR/CAD,2017-09-04,18,1.47703,1.47739,1.47617,1.47734,1.47719,1.47765,1.47637,1.47754,1419
1116,EUR/CAD,2017-09-04,19,1.47734,1.47743,1.47624,1.47672,1.47754,1.47767,1.4766,1.47691,1351
1117,EUR/CAD,2017-09-04,20,1.47672,1.47718,1.47555,1.47634,1.47691,1.47849,1.47642,1.47778,3001
1118,EUR/CAD,2017-09-04,21,1.47634,1.47686,1.47606,1.47659,1.47778,1.47782,1.47683,1.47699,4983
1119,EUR/CAD,2017-09-04,22,1.47659,1.47689,1.47601,1.47669,1.47699,1.47728,1.47647,1.47681,1591
1120,EUR/CAD,2017-09-04,23,1.47669,1.47692,1.47602,1.47666,1.47681,1.477,1.47614,1.47676,2032
1121,EUR/CAD,2017-09-05,0,1.47666,1.47684,1.47596,1.47658,1.47676,1.47697,1.47608,1.47668,2389
1122,EUR/CAD,2017-09-05,1,1.47658,1.4771,1.47458,1.47462,1.47668,1.4772,1.47473,1.47479,4518
1123,EUR/CAD,2017-09-05,2,1.47462,1.47686,1.4746,1.47667,1.47479,1.47694,1.47474,1.47675,4628
1124,EUR/CAD,2017-09-05,3,1.47667,1.47686,1.47595,1.47606,1.47675,1.47702,1.47606,1.47615,3055
1125,EUR/CAD,2017-09-05,4,1.47606,1.47651,1.47547,1.47616,1.47615,1.47664,1.47561,1.47626,3207
1126,EUR/CAD,2017-09-05,5,1.47616,1.47638,1.4755,1.47556,1.47626,1.47652,1.4756,1.47564,2861
1127,EUR/CAD,2017-09-05,6,1.47556,1.4759,1.47416,1.47467,1.47564,1.47598,1.47428,1.47477,8157
1128,EUR/CAD,2017-09-05,7,1.47467,1.47586,1.4722,1.47342,1.47477,1.47597,1.4724,1.47349,11565
1129,EUR/CAD,2017-09-05,8,1.47342,1.47407,1.47254,1.47368,1.47349,1.47416,1.47264,1.47381,7771
1130,EUR/CAD,2017-09-05,9,1.47368,1.47389,1.47264,1.4733,1.47381,1.47397,1.47274,1.47338,6491
1131,EUR/CAD,2017-09-05,10,1.4733,1.47489,1.47163,1.47329,1.47338,1.47497,1.47171,1.47338,9074
1132,EUR/CAD,2017-09-05,11,1.47329,1.4743,1.47188,1.47334,1.47338,1.47439,1.47198,1.47342,9242
1133,EUR/CAD,2017-09-05,12,1.47334,1.47429,1.47141,1.4734,1.47342,1.47433,1.47153,1.47351,13531
1134,EUR/CAD,2017-09-05,13,1.4734,1.47345,1.47055,1.47068,1.47351,1.47351,1.47066,1.47095,13555
1135,EUR/CAD,2017-09-05,14,1.47068,1.47489,1.47051,1.47106,1.47095,1.47499,1.4706,1.47117,20189
1136,EUR/CAD,2017-09-05,15,1.47106,1.47217,1.46949,1.47169,1.47117,1.47226,1.46955,1.4718,14593
1137,EUR/CAD,2017-09-05,16,1.47169,1.4744,1.47153,1.47272,1.4718,1.47449,1.47162,1.47279,12717
1138,EUR/CAD,2017-09-05,17,1.47272,1.47481,1.47272,1.47342,1.47279,1.47488,1.47279,1.47345,10843
1139,EUR/CAD,2017-09-05,18,1.47342,1.4767,1.47268,1.47519,1.47345,1.47679,1.47274,1.47525,10547
1140,EUR/CAD,2017-09-05,19,1.47519,1.47665,1.47492,1.4758,1.47525,1.47669,1.475,1.4759,8827
1141,EUR/CAD,2017-09-05,20,1.4758,1.47602,1.47375,1.47386,1.4759,1.47609,1.47401,1.47455,3268
1142,EUR/CAD,2017-09-05,21,1.47386,1.47518,1.47327,1.47458,1.47455,1.47557,1.47416,1.4749,4259
1143,EUR/CAD,2017-09-05,22,1.47458,1.47494,1.47403,1.4743,1.4749,1.47532,1.4742,1.47448,2131
1144,EUR/CAD,2017-09-05,23,1.4743,1.47483,1.47388,1.47481,1.47448,1.47493,1.47406,1.47493,1217
1145,EUR/CAD,2017-09-06,0,1.47481,1.47552,1.47432,1.47498,1.47493,1.47574,1.47447,1.47508,2668
1146,EUR/CAD,2017-09-06,1,1.47498,1.47618,1.47429,1.47483,1.47508,1.47648,1.47445,1.47498,3439
1147,EUR/CAD,2017-09-06,2,1.47483,1.47542,1.47456,1.47506,1.47498,1.47554,1.47468,1.47513,2417
1148,EUR/CAD,2017-09-06,3,1.47506,1.47631,1.47495,1.47545,1.47513,1.47638,1.47504,1.47556,1965
1149,EUR/CAD,2017-09-06,4,1.47545,1.47687,1.47526,1.47679,1.47556,1.477,1.47535,1.47687,1695
1150,EUR/CAD,2017-09-06,5,1.47679,1.47696,1.47521,1.4766,1.47687,1.47708,1.47534,1.47693,2808
1151,EUR/CAD,2017-09-06,6,1.4766,1.47794,1.476,1.47793,1.47693,1.47806,1.47612,1.47805,6609
1152,EUR/CAD,2017-09-06,7,1.47793,1.47958,1.47775,1.47876,1.47805,1.4798,1.47785,1.47883,8916
